Genomic_position,Tree1,Tree2,Diff_site,Support
2230,-158.00600,-157.94901,-0.05700,Tree2
2231,-145.39301,-145.98801,0.59500,Tree1
2232,-43.88050,-43.84900,-0.03150,Tree2
2233,-130.13300,-130.16100,0.02800,Tree1
2234,-154.25999,-153.76801,-0.49200,Tree2
2235,-120.29100,-119.66200,-0.62900,Tree2
2236,-121.20500,-121.39600,0.19100,Tree1
2237,-31.12120,-31.11060,-0.01060,Tree2
2238,-70.67840,-70.67800,-0.00040,Tree2
2239,-142.96600,-142.84900,-0.11700,Tree2
2240,-159.42999,-159.14101,-0.28900,Tree2
2241,-137.76801,-137.61400,-0.15400,Tree2
2242,-165.45700,-165.34000,-0.11700,Tree2
2243,-108.99100,-108.44700,-0.54400,Tree2
2244,-105.52800,-105.54800,0.02000,Tree1
2245,-111.64900,-111.73200,0.08300,Tree1
2246,-25.92520,-25.93750,0.01230,Tree1
2247,-106.08000,-105.95800,-0.12200,Tree2
2248,-145.10899,-145.08200,-0.02700,Tree2
2249,-8.42140,-8.46138,0.03998,Tree1
2250,-19.30900,-19.41750,0.10850,Tree1
2251,-72.80580,-72.77670,-0.02910,Tree2
2252,-28.56350,-28.52890,-0.03460,Tree2
2253,-70.13010,-70.13920,0.00910,Tree1
2254,-64.09260,-64.10690,0.01430,Tree1
2255,-52.50930,-52.45430,-0.05500,Tree2
2256,-106.50100,-106.56600,0.06500,Tree1
2257,-72.01000,-71.96090,-0.04910,Tree2
2258,-149.83600,-150.03101,0.19500,Tree1
2259,-22.99650,-22.99900,0.00250,Tree1
2260,-40.39680,-40.41240,0.01560,Tree1
2261,-43.90490,-43.93270,0.02780,Tree1
2262,-138.07100,-138.15100,0.08000,Tree1
2263,-160.63699,-160.74100,0.10400,Tree1
2264,-61.07000,-61.07940,0.00940,Tree1
2265,-60.04650,-60.36900,0.32250,Tree1
2266,-124.63300,-124.62800,-0.00500,Tree2
2267,-73.31720,-73.18360,-0.13360,Tree2
2268,-129.81799,-129.85300,0.03500,Tree1
2269,-121.42800,-121.56700,0.13900,Tree1
2270,-89.54070,-89.50080,-0.03990,Tree2
2271,-145.74300,-146.44501,0.70200,Tree1
2272,-74.99450,-74.93830,-0.05620,Tree2
2273,-75.28290,-75.19240,-0.09050,Tree2
2274,-48.94370,-48.82280,-0.12090,Tree2
2275,-113.81100,-114.01200,0.20100,Tree1
2276,-73.64000,-73.70710,0.06710,Tree1
2277,-28.44770,-28.40050,-0.04720,Tree2
2278,-60.61120,-60.59000,-0.02120,Tree2
2279,-46.90950,-46.91200,0.00250,Tree1
2280,-94.45710,-94.03470,-0.42240,Tree2
2281,-34.55360,-34.51620,-0.03740,Tree2
2282,-73.67550,-73.64900,-0.02650,Tree2
2283,-46.36770,-46.34960,-0.01810,Tree2
2284,-59.83180,-59.82940,-0.00240,Tree2
2285,-59.90600,-59.84410,-0.06190,Tree2
2286,-58.63130,-58.59780,-0.03350,Tree2
2287,-92.49430,-93.98370,1.48940,Tree1
2288,-131.40401,-129.86099,-1.54300,Tree2
2289,-111.84900,-111.83700,-0.01200,Tree2
2290,-78.74390,-79.39770,0.65380,Tree1
2291,-86.19580,-86.13320,-0.06260,Tree2
2292,-149.04800,-148.93700,-0.11100,Tree2
2293,-66.85910,-66.86280,0.00370,Tree1
2294,-147.65500,-147.67799,0.02300,Tree1
2295,-58.17790,-58.18680,0.00890,Tree1
2296,-126.80700,-126.80500,-0.00200,Tree2
2297,-143.84200,-143.77800,-0.06400,Tree2
2298,-105.66700,-105.68100,0.01400,Tree1
2299,-136.60899,-136.61800,0.00900,Tree1
2300,-150.65401,-150.71700,0.06300,Tree1
2301,-70.32280,-70.25120,-0.07160,Tree2
2302,-57.98630,-57.94420,-0.04210,Tree2
2303,-173.69901,-173.66200,-0.03700,Tree2
2304,-49.89160,-49.89060,-0.00100,Tree2
2305,-67.21080,-67.16470,-0.04610,Tree2
2306,-31.98940,-31.98560,-0.00380,Tree2
2307,-123.42100,-123.53300,0.11200,Tree1
2308,-158.73500,-158.95900,0.22400,Tree1
2309,-145.89101,-145.98300,0.09200,Tree1
2310,-72.89930,-72.89230,-0.00700,Tree2
2311,-135.14101,-135.10600,-0.03500,Tree2
2312,-129.04601,-129.26401,0.21800,Tree1
2313,-112.95500,-112.96000,0.00500,Tree1
2314,-96.79460,-96.64660,-0.14800,Tree2
2315,-67.75230,-67.76100,0.00870,Tree1
2316,-118.77100,-118.70600,-0.06500,Tree2
2317,-63.46630,-63.50020,0.03390,Tree1
2318,-96.31500,-96.31340,-0.00160,Tree2
2319,-116.60200,-116.49800,-0.10400,Tree2
2320,-93.70150,-93.66010,-0.04140,Tree2
2321,-55.30670,-55.29270,-0.01400,Tree2
2322,-128.07500,-128.42300,0.34800,Tree1
2323,-105.63100,-105.54500,-0.08600,Tree2
2324,-55.34880,-55.34100,-0.00780,Tree2
2325,-95.86890,-95.85240,-0.01650,Tree2
2326,-59.34670,-59.31710,-0.02960,Tree2
2327,-116.10000,-116.13800,0.03800,Tree1
2328,-68.19910,-68.16530,-0.03380,Tree2
2329,-108.74300,-107.13800,-1.60500,Tree2
2330,-83.11260,-84.01400,0.90140,Tree1
2331,-137.88901,-137.93401,0.04500,Tree1
2332,-148.02499,-150.28101,2.25600,Tree1
2333,-45.05690,-45.04590,-0.01100,Tree2
2334,-121.26500,-121.17400,-0.09100,Tree2
2335,-141.19501,-141.13600,-0.05900,Tree2
2336,-63.47260,-63.46130,-0.01130,Tree2
2337,-74.86330,-74.87270,0.00940,Tree1
2338,-84.73880,-84.73410,-0.00470,Tree2
2339,-82.81340,-82.82130,0.00790,Tree1
2340,-43.24840,-43.23700,-0.01140,Tree2
2341,-67.57050,-67.54420,-0.02630,Tree2
2342,-112.85700,-112.81500,-0.04200,Tree2
2343,-59.77650,-59.77700,0.00050,Tree1
2344,-67.47280,-67.47500,0.00220,Tree1
2345,-93.06160,-93.07090,0.00930,Tree1
2346,-104.69200,-104.69300,0.00100,Tree1
2347,-103.96200,-103.97600,0.01400,Tree1
2348,-148.73399,-148.70399,-0.03000,Tree2
2349,-131.82899,-131.80200,-0.02700,Tree2
2350,-138.24300,-138.28101,0.03800,Tree1
2351,-136.22099,-136.25500,0.03400,Tree1
2352,-125.77600,-125.81400,0.03800,Tree1
2353,-126.14000,-126.09600,-0.04400,Tree2
2354,-110.13900,-110.11900,-0.02000,Tree2
2355,-91.20750,-91.17730,-0.03020,Tree2
2356,-143.26300,-142.37900,-0.88400,Tree2
2357,-99.50000,-99.49060,-0.00940,Tree2
2358,-97.69670,-97.61050,-0.08620,Tree2
2359,-46.23200,-46.18700,-0.04500,Tree2
2360,-86.25970,-85.36450,-0.89520,Tree2
2361,-93.93690,-94.56210,0.62520,Tree1
2362,-105.47000,-105.45500,-0.01500,Tree2
2363,-128.27499,-128.44800,0.17300,Tree1
2364,-164.59500,-164.29700,-0.29800,Tree2
2365,-149.46400,-149.11501,-0.34900,Tree2
2366,-71.51250,-71.50590,-0.00660,Tree2
2367,-81.46280,-81.45700,-0.00580,Tree2
2368,-111.76200,-112.38500,0.62300,Tree1
2369,-110.66500,-110.57000,-0.09500,Tree2
2370,-153.37801,-153.41701,0.03900,Tree1
2371,-127.54200,-128.14799,0.60600,Tree1
2372,-27.66160,-27.65800,-0.00360,Tree2
2373,-43.50120,-43.46410,-0.03710,Tree2
2374,-99.54000,-98.01180,-1.52820,Tree2
2375,-76.50710,-76.52680,0.01970,Tree1
2376,-23.59270,-23.55970,-0.03300,Tree2
2377,-21.96500,-21.96520,0.00020,Tree1
2378,-28.95600,-28.95630,0.00030,Tree1
2379,-12.82310,-12.82950,0.00640,Tree1
2380,-98.08730,-98.07630,-0.01100,Tree2
2381,-156.29100,-156.13300,-0.15800,Tree2
2382,-136.57800,-136.61000,0.03200,Tree1
2383,-157.46400,-157.27200,-0.19200,Tree2
2384,-120.45700,-120.31600,-0.14100,Tree2
2385,-152.10899,-151.79100,-0.31800,Tree2
2386,-89.20460,-89.17530,-0.02930,Tree2
2387,-50.28720,-50.26970,-0.01750,Tree2
2388,-104.82600,-104.78800,-0.03800,Tree2
2389,-27.92260,-27.91440,-0.00820,Tree2
2390,-101.08500,-100.99000,-0.09500,Tree2
2391,-69.13700,-69.08850,-0.04850,Tree2
2392,-68.27060,-68.28220,0.01160,Tree1
2393,-105.31700,-105.35800,0.04100,Tree1
2394,-50.70950,-50.73660,0.02710,Tree1
2395,-51.89940,-51.90430,0.00490,Tree1
2396,-17.72510,-17.73070,0.00560,Tree1
2397,-5.70376,-5.70969,0.00593,Tree1
2398,-94.09620,-94.11450,0.01830,Tree1
2399,-81.23050,-81.17620,-0.05430,Tree2
2400,-5.70376,-5.70969,0.00593,Tree1
2401,-68.20810,-68.21970,0.01160,Tree1
2402,-73.41730,-73.35420,-0.06310,Tree2
2403,-120.04000,-120.00600,-0.03400,Tree2
2404,-30.87070,-30.89270,0.02200,Tree1
2405,-26.35140,-26.34070,-0.01070,Tree2
2406,-60.91520,-60.95120,0.03600,Tree1
2407,-70.91660,-70.95080,0.03420,Tree1
2408,-83.94020,-83.86970,-0.07050,Tree2
2409,-81.79420,-81.90330,0.10910,Tree1
2410,-73.90030,-73.87760,-0.02270,Tree2
2411,-98.08980,-98.07330,-0.01650,Tree2
2412,-21.45390,-21.44910,-0.00480,Tree2
2413,-106.92700,-106.98100,0.05400,Tree1
2414,-57.00480,-57.03250,0.02770,Tree1
2415,-121.12100,-121.16600,0.04500,Tree1
2416,-66.69890,-66.72920,0.03030,Tree1
2417,-27.54460,-27.53170,-0.01290,Tree2
2418,-98.47330,-98.39780,-0.07550,Tree2
2419,-80.66370,-80.64610,-0.01760,Tree2
2420,-74.55080,-74.54660,-0.00420,Tree2
2421,-7.11419,-7.12455,0.01036,Tree1
2422,-8.04369,-8.05715,0.01346,Tree1
2423,-58.25310,-58.25980,0.00670,Tree1
2424,-101.31600,-101.24500,-0.07100,Tree2
2425,-12.24000,-12.23690,-0.00310,Tree2
2426,-40.83030,-40.85260,0.02230,Tree1
2427,-62.37550,-62.40210,0.02660,Tree1
2428,-53.92340,-53.94550,0.02210,Tree1
2429,-139.48900,-139.81700,0.32800,Tree1
2430,-44.53990,-44.55750,0.01760,Tree1
2431,-12.21130,-12.22020,0.00890,Tree1
2432,-70.53260,-70.54470,0.01210,Tree1
2433,-62.48270,-62.77630,0.29360,Tree1
2434,-115.74800,-115.56000,-0.18800,Tree2
2435,-11.56310,-11.56390,0.00080,Tree1
2436,-79.11990,-79.11530,-0.00460,Tree2
2437,-31.46110,-31.44540,-0.01570,Tree2
2438,-55.48950,-55.46670,-0.02280,Tree2
2439,-60.44030,-60.45820,0.01790,Tree1
2440,-35.56710,-35.53350,-0.03360,Tree2
2441,-11.83770,-11.84720,0.00950,Tree1
2442,-15.46170,-15.46410,0.00240,Tree1
2443,-70.54060,-70.53050,-0.01010,Tree2
2444,-84.66050,-84.64590,-0.01460,Tree2
2445,-68.18480,-68.90560,0.72080,Tree1
2446,-136.40800,-136.25200,-0.15600,Tree2
2447,-135.03300,-135.66200,0.62900,Tree1
2448,-13.89140,-13.72410,-0.16730,Tree2
2449,-110.29300,-108.65500,-1.63800,Tree2
2450,-153.04900,-152.90100,-0.14800,Tree2
2451,-174.32500,-174.63600,0.31100,Tree1
2452,-98.79590,-99.08930,0.29340,Tree1
2453,-136.93900,-136.77299,-0.16600,Tree2
2454,-111.20800,-111.17000,-0.03800,Tree2
2455,-113.77800,-113.71800,-0.06000,Tree2
2456,-106.69500,-108.94600,2.25100,Tree1
2457,-56.46300,-56.57630,0.11330,Tree1
2458,-98.47990,-98.19090,-0.28900,Tree2
2459,-40.10940,-40.18580,0.07640,Tree1
2460,-103.78700,-103.84500,0.05800,Tree1
2461,-121.61600,-122.18400,0.56800,Tree1
2462,-144.06200,-144.25700,0.19500,Tree1
2463,-139.96001,-140.93300,0.97300,Tree1
2464,-165.91901,-166.13300,0.21400,Tree1
2465,-162.72000,-162.54800,-0.17200,Tree2
2466,-99.00600,-98.89780,-0.10820,Tree2
2467,-126.17800,-126.22900,0.05100,Tree1
2468,-159.97501,-160.63699,0.66200,Tree1
2469,-124.61200,-124.57600,-0.03600,Tree2
2470,-45.68790,-45.74490,0.05700,Tree1
2471,-89.12680,-89.08600,-0.04080,Tree2
2472,-144.09000,-143.87399,-0.21600,Tree2
2473,-117.24200,-117.37300,0.13100,Tree1
2474,-41.03490,-41.01110,-0.02380,Tree2
2475,-99.34950,-99.47590,0.12640,Tree1
2476,-122.61800,-123.14300,0.52500,Tree1
2477,-174.57100,-174.46700,-0.10400,Tree2
2478,-85.81570,-85.73600,-0.07970,Tree2
2479,-86.71770,-86.72020,0.00250,Tree1
2480,-151.65601,-151.67999,0.02400,Tree1
2481,-117.28900,-117.23900,-0.05000,Tree2
2482,-90.30210,-90.31070,0.00860,Tree1
2483,-177.98900,-178.47900,0.49000,Tree1
2484,-80.34490,-80.33870,-0.00620,Tree2
2485,-93.90370,-93.82550,-0.07820,Tree2
2486,-110.52500,-110.34000,-0.18500,Tree2
2487,-76.97960,-77.18650,0.20690,Tree1
2488,-143.24500,-143.45399,0.20900,Tree1
2489,-144.77200,-144.92500,0.15300,Tree1
2490,-164.35100,-165.12500,0.77400,Tree1
2491,-74.08900,-74.00650,-0.08250,Tree2
2492,-132.71800,-132.99800,0.28000,Tree1
2493,-92.28490,-92.22210,-0.06280,Tree2
2494,-108.22300,-108.22200,-0.00100,Tree2
2495,-182.72400,-180.46300,-2.26100,Tree2
2496,-163.06700,-163.10300,0.03600,Tree1
2497,-87.96250,-88.35340,0.39090,Tree1
2498,-39.82720,-39.80060,-0.02660,Tree2
2499,-115.80100,-116.07900,0.27800,Tree1
2500,-179.57401,-180.15800,0.58400,Tree1
2501,-99.75280,-99.80750,0.05470,Tree1
2502,-31.57720,-31.60430,0.02710,Tree1
2503,-155.12801,-155.21400,0.08600,Tree1
2504,-109.92700,-109.96900,0.04200,Tree1
2505,-57.39200,-56.49330,-0.89870,Tree2
2506,-151.04401,-152.38100,1.33700,Tree1
2507,-141.91200,-142.91800,1.00600,Tree1
2508,-101.43000,-101.46400,0.03400,Tree1
2509,-95.01260,-95.05620,0.04360,Tree1
2510,-35.13530,-35.19270,0.05740,Tree1
2511,-155.28999,-155.22200,-0.06800,Tree2
2512,-88.58330,-88.69020,0.10690,Tree1
2513,-84.92400,-85.47840,0.55440,Tree1
2514,-99.11640,-98.80420,-0.31220,Tree2
2515,-69.12220,-69.07940,-0.04280,Tree2
2516,-145.88800,-145.45599,-0.43200,Tree2
2517,-100.63000,-100.63800,0.00800,Tree1
2518,-166.70100,-167.70599,1.00500,Tree1
2519,-107.33900,-108.25700,0.91800,Tree1
2520,-138.17200,-138.07899,-0.09300,Tree2
2521,-128.79201,-128.71001,-0.08200,Tree2
2522,-91.32480,-91.38380,0.05900,Tree1
2523,-112.80100,-113.38200,0.58100,Tree1
2524,-138.88100,-138.83400,-0.04700,Tree2
2525,-96.78190,-97.33220,0.55030,Tree1
2526,-180.59500,-180.61200,0.01700,Tree1
2527,-73.81130,-73.83130,0.02000,Tree1
2528,-176.45799,-176.65300,0.19500,Tree1
2529,-111.23100,-111.27200,0.04100,Tree1
2530,-145.29100,-145.35699,0.06600,Tree1
2531,-154.30200,-154.54900,0.24700,Tree1
